https://ecraft2learn.github.io/ai/onyx/[object Object],1,0.9883638620376587
https://ecraft2learn.github.io/ai/onyx/[object Object],2,0.9968236088752747
https://ecraft2learn.github.io/ai/onyx/[object Object],3,0.9905145168304443
https://ecraft2learn.github.io/ai/onyx/[object Object],4,0.993216335773468
https://ecraft2learn.github.io/ai/onyx/[object Object],5,0.9767590761184692
https://ecraft2learn.github.io/ai/onyx/[object Object],6,0.9678784608840942
https://ecraft2learn.github.io/ai/onyx/[object Object],7,0.8272669315338135
https://ecraft2learn.github.io/ai/onyx/[object Object],8,0.9081892967224121
https://ecraft2learn.github.io/ai/onyx/[object Object],9,0.9907938838005066
https://ecraft2learn.github.io/ai/onyx/[object Object],10,0.8480647802352905
https://ecraft2learn.github.io/ai/onyx/[object Object],11,0.9705911874771118
https://ecraft2learn.github.io/ai/onyx/[object Object],12,0.890184760093689
https://ecraft2learn.github.io/ai/onyx/[object Object],13,0.9900638461112976
https://ecraft2learn.github.io/ai/onyx/[object Object],14,0.9952914118766785
https://ecraft2learn.github.io/ai/onyx/[object Object],15,0.9955529570579529
https://ecraft2learn.github.io/ai/onyx/[object Object],16,0.45249634981155396
https://ecraft2learn.github.io/ai/onyx/[object Object],17,0.8624807000160217
https://ecraft2learn.github.io/ai/onyx/[object Object],18,0.9187858700752258
https://ecraft2learn.github.io/ai/onyx/[object Object],19,0.8934853672981262
https://ecraft2learn.github.io/ai/onyx/[object Object],20,0.9147976636886597
https://ecraft2learn.github.io/ai/onyx/[object Object],21,0.9612074494361877
https://ecraft2learn.github.io/ai/onyx/[object Object],22,0.5462016463279724
https://ecraft2learn.github.io/ai/onyx/[object Object],23,0.7870320081710815
https://ecraft2learn.github.io/ai/onyx/[object Object],24,0.974795401096344
https://ecraft2learn.github.io/ai/onyx/[object Object],25,0.9102575182914734
https://ecraft2learn.github.io/ai/onyx/[object Object],26,0.9070722460746765
https://ecraft2learn.github.io/ai/onyx/[object Object],27,0.8577980995178223
