https://ecraft2learn.github.io/ai/onyx/[object Object],5,0,98,2
https://ecraft2learn.github.io/ai/onyx/[object Object],5,0.004324306733906269
https://ecraft2learn.github.io/ai/onyx/[object Object],10,75,0,24
https://ecraft2learn.github.io/ai/onyx/[object Object],10,0.7530031204223633
https://ecraft2learn.github.io/ai/onyx/[object Object],15,16,0,83
https://ecraft2learn.github.io/ai/onyx/[object Object],15,0.16473740339279175
https://ecraft2learn.github.io/ai/onyx/[object Object],20,99,0,1
https://ecraft2learn.github.io/ai/onyx/[object Object],20,0.9886627197265625
https://ecraft2learn.github.io/ai/onyx/[object Object],25,61,2,36
https://ecraft2learn.github.io/ai/onyx/[object Object],25,0.6146315336227417
https://ecraft2learn.github.io/ai/onyx/[object Object],30,94,0,6
https://ecraft2learn.github.io/ai/onyx/[object Object],30,0.937484860420227
https://ecraft2learn.github.io/ai/onyx/[object Object],35,96,0,4
https://ecraft2learn.github.io/ai/onyx/[object Object],35,0.9555721879005432
https://ecraft2learn.github.io/ai/onyx/[object Object],40,75,3,22
https://ecraft2learn.github.io/ai/onyx/[object Object],40,0.7469420433044434
https://ecraft2learn.github.io/ai/onyx/[object Object],45,24,0,75
https://ecraft2learn.github.io/ai/onyx/[object Object],45,0.2444746345281601
https://ecraft2learn.github.io/ai/onyx/[object Object],50,100,0,0
https://ecraft2learn.github.io/ai/onyx/[object Object],50,0.9987881183624268
https://ecraft2learn.github.io/ai/onyx/[object Object],55,100,0,0
https://ecraft2learn.github.io/ai/onyx/[object Object],55,0.9978014230728149
https://ecraft2learn.github.io/ai/onyx/[object Object],60,5,1,94
https://ecraft2learn.github.io/ai/onyx/[object Object],60,0.047970961779356
https://ecraft2learn.github.io/ai/onyx/[object Object],65,58,1,40
https://ecraft2learn.github.io/ai/onyx/[object Object],65,0.5838165283203125
https://ecraft2learn.github.io/ai/onyx/[object Object],70,100,0,0
https://ecraft2learn.github.io/ai/onyx/[object Object],70,0.9966459274291992
https://ecraft2learn.github.io/ai/onyx/[object Object],75,57,9,34
https://ecraft2learn.github.io/ai/onyx/[object Object],75,0.5675219893455505
https://ecraft2learn.github.io/ai/onyx/[object Object],80,99,0,0
https://ecraft2learn.github.io/ai/onyx/[object Object],80,0.9949198961257935
https://ecraft2learn.github.io/ai/onyx/[object Object],85,99,0,1
https://ecraft2learn.github.io/ai/onyx/[object Object],85,0.9927554130554199
https://ecraft2learn.github.io/ai/onyx/[object Object],90,62,9,29
https://ecraft2learn.github.io/ai/onyx/[object Object],90,0.6168889403343201
https://ecraft2learn.github.io/ai/onyx/[object Object],95,29,0,71
https://ecraft2learn.github.io/ai/onyx/[object Object],95,0.28626585006713867
https://ecraft2learn.github.io/ai/onyx/[object Object],100,45,0,55
https://ecraft2learn.github.io/ai/onyx/[object Object],100,0.44956135749816895
https://ecraft2learn.github.io/ai/onyx/[object Object],105,100,0,0
https://ecraft2learn.github.io/ai/onyx/[object Object],105,0.9982349276542664
https://ecraft2learn.github.io/ai/onyx/[object Object],110,99,0,1
https://ecraft2learn.github.io/ai/onyx/[object Object],110,0.9923416972160339
https://ecraft2learn.github.io/ai/onyx/[object Object],115,100,0,0
https://ecraft2learn.github.io/ai/onyx/[object Object],115,0.9973223209381104
https://ecraft2learn.github.io/ai/onyx/[object Object],120,100,0,0
https://ecraft2learn.github.io/ai/onyx/[object Object],120,0.9966168999671936
https://ecraft2learn.github.io/ai/onyx/[object Object],125,97,1,2
https://ecraft2learn.github.io/ai/onyx/[object Object],125,0.9651280045509338
https://ecraft2learn.github.io/ai/onyx/[object Object],130,98,1,1
https://ecraft2learn.github.io/ai/onyx/[object Object],130,0.9809961915016174
https://ecraft2learn.github.io/ai/onyx/[object Object],135,91,0,9
https://ecraft2learn.github.io/ai/onyx/[object Object],135,0.9069143533706665
https://ecraft2learn.github.io/ai/onyx/[object Object],140,99,0,1
https://ecraft2learn.github.io/ai/onyx/[object Object],140,0.9924739599227905
https://ecraft2learn.github.io/ai/onyx/[object Object],145,100,0,0
https://ecraft2learn.github.io/ai/onyx/[object Object],145,0.9985543489456177
https://ecraft2learn.github.io/ai/onyx/[object Object],150,100,0,0
https://ecraft2learn.github.io/ai/onyx/[object Object],150,0.9955757260322571
https://ecraft2learn.github.io/ai/onyx/[object Object],155,97,1,2
https://ecraft2learn.github.io/ai/onyx/[object Object],155,0.9680027961730957
https://ecraft2learn.github.io/ai/onyx/[object Object],160,65,0,35
https://ecraft2learn.github.io/ai/onyx/[object Object],160,0.6478032469749451
https://ecraft2learn.github.io/ai/onyx/[object Object],165,39,54,7
https://ecraft2learn.github.io/ai/onyx/[object Object],165,0.3945845365524292
https://ecraft2learn.github.io/ai/onyx/[object Object],170,99,0,1
https://ecraft2learn.github.io/ai/onyx/[object Object],170,0.9947173595428467
https://ecraft2learn.github.io/ai/onyx/[object Object],175,96,2,2
https://ecraft2learn.github.io/ai/onyx/[object Object],175,0.9600850939750671
https://ecraft2learn.github.io/ai/onyx/[object Object],180,29,67,3
https://ecraft2learn.github.io/ai/onyx/[object Object],180,0.29306891560554504
https://ecraft2learn.github.io/ai/onyx/[object Object],185,100,0,0
https://ecraft2learn.github.io/ai/onyx/[object Object],185,0.9989663362503052
https://ecraft2learn.github.io/ai/onyx/[object Object],190,53,8,39
https://ecraft2learn.github.io/ai/onyx/[object Object],190,0.5344927310943604
https://ecraft2learn.github.io/ai/onyx/[object Object],195,92,0,8
https://ecraft2learn.github.io/ai/onyx/[object Object],195,0.9170908331871033
https://ecraft2learn.github.io/ai/onyx/[object Object],200,69,0,31
https://ecraft2learn.github.io/ai/onyx/[object Object],200,0.6865411996841431
