https://ecraft2learn.github.io/ai/onyx/images/normal/Fingernail healthy Image_1a.jpg,1,1
https://ecraft2learn.github.io/ai/onyx/images/normal/Fingernail healthy Image_1b.jpg,2,0.9999995827674866
https://ecraft2learn.github.io/ai/onyx/images/normal/Fingernail healthy Image_1c.jpg,3,1
https://ecraft2learn.github.io/ai/onyx/images/normal/Fingernail healthy Image_1d.jpg,4,1
https://ecraft2learn.github.io/ai/onyx/images/normal/Fingernail healthy Image_10a.jpg,5,0.9999995827674866
https://ecraft2learn.github.io/ai/onyx/images/normal/Fingernail healthy Image_10b.jpg,6,0.9999990463256836
https://ecraft2learn.github.io/ai/onyx/images/normal/Fingernail healthy Image_10c.jpg,7,0.9999971389770508
https://ecraft2learn.github.io/ai/onyx/images/normal/Fingernail healthy Image_10d.jpg,8,0.9999961853027344
https://ecraft2learn.github.io/ai/onyx/images/normal/Fingernail healthy Image_12a.jpg,9,1
https://ecraft2learn.github.io/ai/onyx/images/normal/Fingernail healthy Image_12b.jpg,10,1
https://ecraft2learn.github.io/ai/onyx/images/normal/Fingernail healthy Image_12c.jpg,11,1
https://ecraft2learn.github.io/ai/onyx/images/normal/Fingernail healthy Image_12d.jpg,12,0.9999995827674866
https://ecraft2learn.github.io/ai/onyx/images/normal/Fingernail healthy Image_13.png,13,0.9999737739562988
https://ecraft2learn.github.io/ai/onyx/images/normal/Fingernail healthy Image_14a.png,14,0.9275282621383667
https://ecraft2learn.github.io/ai/onyx/images/normal/Fingernail healthy Image_14b.png,15,0.9662550091743469
https://ecraft2learn.github.io/ai/onyx/images/normal/Fingernail healthy Image_14c.png,16,0.9982446432113647
https://ecraft2learn.github.io/ai/onyx/images/normal/Fingernail healthy Image_14d.png,17,0.986059308052063
https://ecraft2learn.github.io/ai/onyx/images/normal/Fingernail healthy Image_15a.png,18,0.9996491074562073
https://ecraft2learn.github.io/ai/onyx/images/normal/Fingernail healthy Image_15b.png,19,0.9999995827674866
https://ecraft2learn.github.io/ai/onyx/images/normal/Fingernail healthy Image_15c.png,20,0.9965320229530334
https://ecraft2learn.github.io/ai/onyx/images/normal/Fingernail healthy Image_17a.png,21,1
https://ecraft2learn.github.io/ai/onyx/images/normal/Fingernail healthy Image_17b.png,22,1
https://ecraft2learn.github.io/ai/onyx/images/normal/Fingernail healthy Image_17c.png,23,0.9999985694885254
https://ecraft2learn.github.io/ai/onyx/images/normal/Fingernail healthy Image_17d.png,24,0.999995768070221
https://ecraft2learn.github.io/ai/onyx/images/normal/Fingernail healthy Image_18a.png,25,0.14764948189258575
https://ecraft2learn.github.io/ai/onyx/images/normal/Fingernail healthy Image_18b.png,26,0.9995529055595398
https://ecraft2learn.github.io/ai/onyx/images/normal/Fingernail healthy Image_18c.png,27,0.9996362328529358
