https://ecraft2learn.github.io/ai/onyx/[object Object],5,96,2,1
https://ecraft2learn.github.io/ai/onyx/[object Object],9,100,0,0
https://ecraft2learn.github.io/ai/onyx/[object Object],9,0.998132586479187
https://ecraft2learn.github.io/ai/onyx/[object Object],14,88,0,12
https://ecraft2learn.github.io/ai/onyx/[object Object],14,0.8761081099510193
https://ecraft2learn.github.io/ai/onyx/[object Object],19,100,0,0
https://ecraft2learn.github.io/ai/onyx/[object Object],19,0.9999160766601562
https://ecraft2learn.github.io/ai/onyx/[object Object],24,98,1,1
https://ecraft2learn.github.io/ai/onyx/[object Object],24,0.980991005897522
https://ecraft2learn.github.io/ai/onyx/[object Object],29,95,2,2
https://ecraft2learn.github.io/ai/onyx/[object Object],29,0.9548965096473694
https://ecraft2learn.github.io/ai/onyx/[object Object],34,91,8,0
https://ecraft2learn.github.io/ai/onyx/[object Object],34,0.913966178894043
https://ecraft2learn.github.io/ai/onyx/[object Object],39,100,0,0
https://ecraft2learn.github.io/ai/onyx/[object Object],39,0.995032548904419
https://ecraft2learn.github.io/ai/onyx/[object Object],44,100,0,0
https://ecraft2learn.github.io/ai/onyx/[object Object],44,0.9998121857643127
https://ecraft2learn.github.io/ai/onyx/[object Object],49,99,0,1
https://ecraft2learn.github.io/ai/onyx/[object Object],49,0.9862861633300781
https://ecraft2learn.github.io/ai/onyx/[object Object],54,100,0,0
https://ecraft2learn.github.io/ai/onyx/[object Object],54,0.9974321722984314
https://ecraft2learn.github.io/ai/onyx/[object Object],59,100,0,0
https://ecraft2learn.github.io/ai/onyx/[object Object],59,0.9983734488487244
https://ecraft2learn.github.io/ai/onyx/[object Object],64,98,1,1
https://ecraft2learn.github.io/ai/onyx/[object Object],64,0.9781079292297363
https://ecraft2learn.github.io/ai/onyx/[object Object],69,91,9,0
https://ecraft2learn.github.io/ai/onyx/[object Object],69,0.9133632183074951
https://ecraft2learn.github.io/ai/onyx/[object Object],74,97,2,0
https://ecraft2learn.github.io/ai/onyx/[object Object],74,0.9740462303161621
https://ecraft2learn.github.io/ai/onyx/[object Object],79,100,0,0
https://ecraft2learn.github.io/ai/onyx/[object Object],79,0.9997273087501526
https://ecraft2learn.github.io/ai/onyx/[object Object],84,98,2,1
https://ecraft2learn.github.io/ai/onyx/[object Object],84,0.9758430123329163
https://ecraft2learn.github.io/ai/onyx/[object Object],89,98,0,1
https://ecraft2learn.github.io/ai/onyx/[object Object],89,0.9841686487197876
https://ecraft2learn.github.io/ai/onyx/[object Object],94,100,0,0
https://ecraft2learn.github.io/ai/onyx/[object Object],94,0.9998302459716797
https://ecraft2learn.github.io/ai/onyx/[object Object],99,98,0,1
https://ecraft2learn.github.io/ai/onyx/[object Object],99,0.9819153547286987
https://ecraft2learn.github.io/ai/onyx/[object Object],104,99,0,0
https://ecraft2learn.github.io/ai/onyx/[object Object],104,0.9930943846702576
https://ecraft2learn.github.io/ai/onyx/[object Object],109,98,2,0
https://ecraft2learn.github.io/ai/onyx/[object Object],109,0.9759707450866699
https://ecraft2learn.github.io/ai/onyx/[object Object],114,98,1,1
https://ecraft2learn.github.io/ai/onyx/[object Object],114,0.9813281297683716
https://ecraft2learn.github.io/ai/onyx/[object Object],119,99,0,1
